lat,lon,h
21.65,120.49,19.627
21.65,120.5,19.643
21.65,120.51,19.659
21.65,120.52,19.674
21.65,120.53,19.69
21.65,120.54,19.707
21.65,120.55,19.724
21.65,120.56,19.742
21.65,120.57,19.761
21.65,120.58,19.782
21.65,120.59,19.804
21.65,120.6,19.827
21.65,120.61,19.853
21.65,120.62,19.88
21.65,120.63,19.909
21.65,120.64,19.939
21.65,120.65,19.971
21.65,120.66,20.005
21.65,120.67,20.04
21.65,120.68,20.077
21.65,120.69,20.115
21.65,120.7,20.154
21.65,120.71,20.194
21.65,120.72,20.234
21.65,120.73,20.276
21.65,120.74,20.318
21.65,120.75,20.361
21.65,120.76,20.404
21.65,120.77,20.448
21.65,120.78,20.492
21.65,120.79,20.536
21.65,120.8,20.581
21.65,120.81,20.626
21.65,120.82,20.671
21.65,120.83,20.717
21.65,120.84,20.762
21.65,120.85,20.807
21.65,120.86,20.852
21.65,120.87,20.895
21.65,120.88,20.938
21.65,120.89,20.979
21.65,120.9,21.019
21.65,120.91,21.057
21.65,120.92,21.093
21.65,120.93,21.127
21.65,120.94,21.16
21.65,120.95,21.191
21.65,120.96,21.221
21.65,120.97,21.249
21.65,120.98,21.277
21.65,120.99,21.305
21.65,121,21.332
21.65,121.01,21.36
21.65,121.02,21.389
21.65,121.03,21.419
21.65,121.04,21.449
21.65,121.05,21.481
21.65,121.06,21.513
21.65,121.07,21.545
21.65,121.08,21.577
21.65,121.09,21.608
21.65,121.1,21.637
21.65,121.11,21.665
21.65,121.12,21.69
21.65,121.13,21.713
21.65,121.14,21.731
21.65,121.15,21.747
21.65,121.16,21.758
21.65,121.17,21.766
21.65,121.18,21.772
21.65,121.19,21.775
21.65,121.2,21.776
21.65,121.21,21.777
21.65,121.22,21.779
21.65,121.23,21.783
21.65,121.24,21.789
21.65,121.25,21.8
21.65,121.26,21.815
21.65,121.27,21.837
21.65,121.28,21.864
21.65,121.29,21.899
21.65,121.3,21.941
21.65,121.31,21.99
21.65,121.32,22.046
21.65,121.33,22.109
21.65,121.34,22.178
21.65,121.35,22.253
21.65,121.36,22.333
21.65,121.37,22.419
21.65,121.38,22.509
21.65,121.39,22.604
21.65,121.4,22.703
21.65,121.41,22.806
21.65,121.42,22.913
21.65,121.43,23.024
21.65,121.44,23.14
21.65,121.45,23.26
21.65,121.46,23.384
21.65,121.47,23.511
21.65,121.48,23.641
21.65,121.49,23.774
21.65,121.5,23.907
21.65,121.51,24.04
21.65,121.52,24.172
21.65,121.53,24.3
21.65,121.54,24.423
21.65,121.55,24.539
21.65,121.56,24.646
21.65,121.57,24.742
21.65,121.58,24.827
21.65,121.59,24.898
21.65,121.6,24.956
21.65,121.61,25
21.65,121.62,25.029
21.65,121.63,25.045
21.65,121.64,25.048
21.65,121.65,25.038
21.65,121.66,25.018
21.65,121.67,24.988
21.65,121.68,24.95
21.65,121.69,24.906
21.65,121.7,24.857
21.65,121.71,24.804
21.65,121.72,24.748
21.65,121.73,24.691
21.65,121.74,24.632
21.65,121.75,24.573
21.65,121.76,24.515
21.65,121.77,24.456
21.65,121.78,24.398
21.65,121.79,24.34
21.65,121.8,24.283
21.65,121.81,24.227
21.65,121.82,24.171
21.65,121.83,24.116
21.65,121.84,24.063
21.65,121.85,24.011
21.65,121.86,23.961
21.65,121.87,23.913
21.65,121.88,23.867
21.65,121.89,23.823
21.65,121.9,23.782
21.65,121.91,23.743
21.65,121.92,23.707
21.65,121.93,23.674
21.65,121.94,23.642
21.65,121.95,23.612
21.65,121.96,23.583
21.65,121.97,23.556
21.65,121.98,23.53
21.65,121.99,23.504
21.65,122,23.478
21.65,122.01,23.454
21.65,122.02,23.43
21.65,122.03,23.406
21.65,122.04,23.384
21.65,122.05,23.364
21.65,122.06,23.345
21.65,122.07,23.329
21.65,122.08,23.315
21.65,122.09,23.304
21.65,122.1,23.297
21.65,122.11,23.292
21.65,122.12,23.292
21.65,122.13,23.294
21.65,122.14,23.3
21.65,122.15,23.309
21.65,122.16,23.321
21.65,122.17,23.336
21.65,122.18,23.353
21.65,122.19,23.372
21.65,122.2,23.394
21.65,122.21,23.418
21.65,122.22,23.443
21.65,122.23,23.471
21.65,122.24,23.5
21.65,122.25,23.531
21.65,122.26,23.563
21.65,122.27,23.598
21.65,122.28,23.634
21.65,122.29,23.671
21.65,122.3,23.71
21.65,122.31,23.751
21.65,122.32,23.792
21.65,122.33,23.834
21.65,122.34,23.877
21.65,122.35,23.92
21.65,122.36,23.963
21.65,122.37,24.006
21.65,122.38,24.049
21.65,122.39,24.092
21.65,122.4,24.134
21.65,122.41,24.176
21.65,122.42,24.217
21.65,122.43,24.257
21.65,122.44,24.296
21.65,122.45,24.335
21.65,122.46,24.372
21.65,122.47,24.408
21.65,122.48,24.443
21.65,122.49,24.477
21.65,122.5,24.508
21.66,119.5,17.741
21.66,119.51,17.749
21.66,119.52,17.756
21.66,119.53,17.762
21.66,119.54,17.769
21.66,119.55,17.776
21.66,119.56,17.782
21.66,119.57,17.788
21.66,119.58,17.794
21.66,119.59,17.801
21.66,119.6,17.807
21.66,119.61,17.814
21.66,119.62,17.821
21.66,119.63,17.829
21.66,119.64,17.837
21.66,119.65,17.846
21.66,119.66,17.855
21.66,119.67,17.866
21.66,119.68,17.877
21.66,119.69,17.889
21.66,119.7,17.901
21.66,119.71,17.914
21.66,119.72,17.928
21.66,119.73,17.941
21.66,119.74,17.955
21.66,119.75,17.968
21.66,119.76,17.981
21.66,119.77,17.994
21.66,119.78,18.006
21.66,119.79,18.018
21.66,119.8,18.03
21.66,119.81,18.041
21.66,119.82,18.052
21.66,119.83,18.064
21.66,119.84,18.075
21.66,119.85,18.087
21.66,119.86,18.099
21.66,119.87,18.112
21.66,119.88,18.125
21.66,119.89,18.139
21.66,119.9,18.153
21.66,119.91,18.168
21.66,119.92,18.184
21.66,119.93,18.199
21.66,119.94,18.215
21.66,119.95,18.231
21.66,119.96,18.247
21.66,119.97,18.263
21.66,119.98,18.278
21.66,119.99,18.295
21.66,120,18.311
21.66,120.01,18.328
21.66,120.02,18.345
21.66,120.03,18.363
21.66,120.04,18.383
21.66,120.05,18.403
21.66,120.06,18.425
21.66,120.07,18.448
21.66,120.08,18.472
21.66,120.09,18.498
21.66,120.1,18.524
21.66,120.11,18.551
21.66,120.12,18.578
21.66,120.13,18.605
21.66,120.14,18.632
21.66,120.15,18.658
21.66,120.16,18.684
21.66,120.17,18.708
21.66,120.18,18.732
21.66,120.19,18.755
21.66,120.2,18.777
21.66,120.21,18.799
21.66,120.22,18.821
21.66,120.23,18.844
21.66,120.24,18.868
21.66,120.25,18.893
21.66,120.26,18.92
21.66,120.27,18.949
21.66,120.28,18.98
21.66,120.29,19.013
21.66,120.3,19.049
21.66,120.31,19.086
21.66,120.32,19.125
21.66,120.33,19.166
21.66,120.34,19.207
21.66,120.35,19.248
21.66,120.36,19.288
21.66,120.37,19.328
21.66,120.38,19.366
21.66,120.39,19.402
21.66,120.4,19.436
21.66,120.41,19.468
21.66,120.42,19.497
21.66,120.43,19.524
21.66,120.44,19.548
21.66,120.45,19.57
21.66,120.46,19.59
21.66,120.47,19.609
21.66,120.48,19.626
21.66,120.49,19.643
21.66,120.5,19.658
21.66,120.51,19.674
21.66,120.52,19.689
21.66,120.53,19.705
21.66,120.54,19.721
21.66,120.55,19.738
21.66,120.56,19.756
21.66,120.57,19.774
21.66,120.58,19.795
21.66,120.59,19.816
21.66,120.6,19.84
21.66,120.61,19.865
21.66,120.62,19.891
21.66,120.63,19.92
21.66,120.64,19.95
21.66,120.65,19.983
21.66,120.66,20.017
21.66,120.67,20.052
21.66,120.68,20.09
21.66,120.69,20.128
21.66,120.7,20.168
21.66,120.71,20.209
21.66,120.72,20.251
21.66,120.73,20.293
21.66,120.74,20.336
21.66,120.75,20.38
21.66,120.76,20.423
21.66,120.77,20.468
21.66,120.78,20.512
21.66,120.79,20.557
21.66,120.8,20.602
21.66,120.81,20.647
21.66,120.82,20.692
21.66,120.83,20.738
21.66,120.84,20.783
21.66,120.85,20.828
21.66,120.86,20.872
21.66,120.87,20.915
21.66,120.88,20.958
21.66,120.89,20.999
21.66,120.9,21.038
21.66,120.91,21.076
21.66,120.92,21.112
21.66,120.93,21.146
21.66,120.94,21.178
21.66,120.95,21.208
21.66,120.96,21.237
21.66,120.97,21.264
21.66,120.98,21.291
21.66,120.99,21.317
21.66,121,21.344
21.66,121.01,21.37
21.66,121.02,21.397
21.66,121.03,21.425
21.66,121.04,21.454
21.66,121.05,21.484
21.66,121.06,21.514
21.66,121.07,21.545
21.66,121.08,21.576
21.66,121.09,21.606
21.66,121.1,21.635
21.66,121.11,21.662
21.66,121.12,21.687
21.66,121.13,21.709
21.66,121.14,21.727
21.66,121.15,21.743
21.66,121.16,21.754
21.66,121.17,21.763
21.66,121.18,21.768
21.66,121.19,21.771
21.66,121.2,21.773
21.66,121.21,21.774
21.66,121.22,21.776
21.66,121.23,21.779
21.66,121.24,21.785
21.66,121.25,21.796
21.66,121.26,21.811
21.66,121.27,21.832
21.66,121.28,21.859
21.66,121.29,21.893
21.66,121.3,21.935
21.66,121.31,21.983
21.66,121.32,22.039
21.66,121.33,22.102
21.66,121.34,22.171
21.66,121.35,22.246
21.66,121.36,22.327
21.66,121.37,22.413
21.66,121.38,22.504
21.66,121.39,22.6
21.66,121.4,22.7
21.66,121.41,22.804
21.66,121.42,22.912
21.66,121.43,23.025
21.66,121.44,23.141
21.66,121.45,23.261
21.66,121.46,23.385
21.66,121.47,23.513
21.66,121.48,23.642
21.66,121.49,23.774
21.66,121.5,23.906
21.66,121.51,24.038
21.66,121.52,24.168
21.66,121.53,24.294
21.66,121.54,24.414
21.66,121.55,24.527
21.66,121.56,24.631
21.66,121.57,24.725
21.66,121.58,24.807
21.66,121.59,24.876
21.66,121.6,24.931
21.66,121.61,24.973
21.66,121.62,25
21.66,121.63,25.014
21.66,121.64,25.014
21.66,121.65,25.003
21.66,121.66,24.981
21.66,121.67,24.95
21.66,121.68,24.911
21.66,121.69,24.865
21.66,121.7,24.815
21.66,121.71,24.761
21.66,121.72,24.704
21.66,121.73,24.645
21.66,121.74,24.586
21.66,121.75,24.526
21.66,121.76,24.467
21.66,121.77,24.407
21.66,121.78,24.349
21.66,121.79,24.291
21.66,121.8,24.233
21.66,121.81,24.177
21.66,121.82,24.122
21.66,121.83,24.067
21.66,121.84,24.014
21.66,121.85,23.963
21.66,121.86,23.913
21.66,121.87,23.865
21.66,121.88,23.82
21.66,121.89,23.776
21.66,121.9,23.735
21.66,121.91,23.697
21.66,121.92,23.661
21.66,121.93,23.627
21.66,121.94,23.594
21.66,121.95,23.564
21.66,121.96,23.535
21.66,121.97,23.507
21.66,121.98,23.479
21.66,121.99,23.453
21.66,122,23.428
21.66,122.01,23.403
21.66,122.02,23.379
21.66,122.03,23.357
21.66,122.04,23.336
21.66,122.05,23.317
21.66,122.06,23.3
21.66,122.07,23.285
21.66,122.08,23.273
21.66,122.09,23.264
21.66,122.1,23.259
21.66,122.11,23.257
21.66,122.12,23.258
21.66,122.13,23.263
21.66,122.14,23.27
21.66,122.15,23.281
21.66,122.16,23.294
21.66,122.17,23.31
21.66,122.18,23.329
21.66,122.19,23.349
21.66,122.2,23.372
21.66,122.21,23.396
21.66,122.22,23.423
21.66,122.23,23.451
21.66,122.24,23.48
21.66,122.25,23.512
21.66,122.26,23.545
21.66,122.27,23.58
21.66,122.28,23.617
21.66,122.29,23.655
21.66,122.3,23.694
21.66,122.31,23.735
21.66,122.32,23.777
21.66,122.33,23.819
21.66,122.34,23.862
21.66,122.35,23.906
21.66,122.36,23.949
21.66,122.37,23.992
21.66,122.38,24.036
21.66,122.39,24.078
21.66,122.4,24.121
21.66,122.41,24.162
21.66,122.42,24.203
21.66,122.43,24.243
21.66,122.44,24.283
21.66,122.45,24.321
21.66,122.46,24.358
21.66,122.47,24.394
21.66,122.48,24.429
21.66,122.49,24.462
21.66,122.5,24.493
21.67,119.5,17.748
21.67,119.51,17.755
21.67,119.52,17.762
21.67,119.53,17.77
21.67,119.54,17.777
21.67,119.55,17.784
21.67,119.56,17.791
21.67,119.57,17.797
21.67,119.58,17.804
21.67,119.59,17.811
21.67,119.6,17.818
21.67,119.61,17.826
21.67,119.62,17.833
21.67,119.63,17.842
21.67,119.64,17.85
21.67,119.65,17.86
21.67,119.66,17.87
21.67,119.67,17.881
21.67,119.68,17.893
21.67,119.69,17.905
21.67,119.7,17.918
21.67,119.71,17.931
21.67,119.72,17.944
21.67,119.73,17.958
21.67,119.74,17.971
21.67,119.75,17.985
21.67,119.76,17.998
21.67,119.77,18.011
21.67,119.78,18.024
21.67,119.79,18.036
21.67,119.8,18.048
21.67,119.81,18.06
21.67,119.82,18.071
21.67,119.83,18.083
21.67,119.84,18.096
21.67,119.85,18.108
21.67,119.86,18.121
21.67,119.87,18.135
21.67,119.88,18.149
21.67,119.89,18.164
21.67,119.9,18.179
21.67,119.91,18.194
21.67,119.92,18.21
21.67,119.93,18.226
21.67,119.94,18.242
21.67,119.95,18.258
21.67,119.96,18.274
21.67,119.97,18.29
21.67,119.98,18.305
21.67,119.99,18.321
21.67,120,18.337
21.67,120.01,18.354
21.67,120.02,18.371
21.67,120.03,18.389
21.67,120.04,18.408
21.67,120.05,18.428
21.67,120.06,18.45
21.67,120.07,18.473
21.67,120.08,18.498
21.67,120.09,18.524
21.67,120.1,18.55
21.67,120.11,18.577
21.67,120.12,18.605
21.67,120.13,18.632
21.67,120.14,18.659
21.67,120.15,18.685
21.67,120.16,18.71
21.67,120.17,18.734
21.67,120.18,18.757
21.67,120.19,18.779
21.67,120.2,18.8
21.67,120.21,18.821
21.67,120.22,18.842
21.67,120.23,18.864
21.67,120.24,18.886
21.67,120.25,18.91
21.67,120.26,18.936
21.67,120.27,18.965
21.67,120.28,18.995
21.67,120.29,19.028
21.67,120.3,19.064
21.67,120.31,19.101
21.67,120.32,19.141
21.67,120.33,19.181
21.67,120.34,19.222
21.67,120.35,19.264
21.67,120.36,19.304
21.67,120.37,19.344
21.67,120.38,19.382
21.67,120.39,19.419
21.67,120.4,19.453
21.67,120.41,19.484
21.67,120.42,19.513
21.67,120.43,19.54
21.67,120.44,19.564
21.67,120.45,19.586
21.67,120.46,19.606
21.67,120.47,19.624
21.67,120.48,19.641
21.67,120.49,19.658
21.67,120.5,19.673
21.67,120.51,19.688
21.67,120.52,19.704
21.67,120.53,19.719
21.67,120.54,19.735
21.67,120.55,19.751
21.67,120.56,19.769
21.67,120.57,19.788
21.67,120.58,19.807
21.67,120.59,19.829
21.67,120.6,19.852
21.67,120.61,19.877
21.67,120.62,19.904
21.67,120.63,19.932
21.67,120.64,19.963
21.67,120.65,19.996
21.67,120.66,20.031
21.67,120.67,20.067
21.67,120.68,20.105
21.67,120.69,20.145
21.67,120.7,20.186
21.67,120.71,20.228
21.67,120.72,20.27
21.67,120.73,20.314
21.67,120.74,20.358
21.67,120.75,20.402
21.67,120.76,20.446
21.67,120.77,20.491
21.67,120.78,20.536
21.67,120.79,20.581
21.67,120.8,20.626
21.67,120.81,20.671
21.67,120.82,20.716
21.67,120.83,20.761
21.67,120.84,20.806
21.67,120.85,20.85
21.67,120.86,20.894
21.67,120.87,20.937
21.67,120.88,20.979
21.67,120.89,21.02
21.67,120.9,21.059
21.67,120.91,21.096
21.67,120.92,21.131
21.67,120.93,21.164
21.67,120.94,21.195
21.67,120.95,21.225
21.67,120.96,21.252
21.67,120.97,21.279
21.67,120.98,21.304
21.67,120.99,21.329
21.67,121,21.353
21.67,121.01,21.378
21.67,121.02,21.404
21.67,121.03,21.43
21.67,121.04,21.457
21.67,121.05,21.485
21.67,121.06,21.514
21.67,121.07,21.544
21.67,121.08,21.573
21.67,121.09,21.603
21.67,121.1,21.631
21.67,121.11,21.657
21.67,121.12,21.682
21.67,121.13,21.704
21.67,121.14,21.722
21.67,121.15,21.738
21.67,121.16,21.749
21.67,121.17,21.758
21.67,121.18,21.764
21.67,121.19,21.767
21.67,121.2,21.769
21.67,121.21,21.77
21.67,121.22,21.772
21.67,121.23,21.775
21.67,121.24,21.781
21.67,121.25,21.791
21.67,121.26,21.806
21.67,121.27,21.826
21.67,121.28,21.853
21.67,121.29,21.887
21.67,121.3,21.928
21.67,121.31,21.976
21.67,121.32,22.031
21.67,121.33,22.094
21.67,121.34,22.164
21.67,121.35,22.239
21.67,121.36,22.321
21.67,121.37,22.408
21.67,121.38,22.5
21.67,121.39,22.597
21.67,121.4,22.698
21.67,121.41,22.803
21.67,121.42,22.913
21.67,121.43,23.027
21.67,121.44,23.144
21.67,121.45,23.265
21.67,121.46,23.39
21.67,121.47,23.517
21.67,121.48,23.646
21.67,121.49,23.777
21.67,121.5,23.908
21.67,121.51,24.038
21.67,121.52,24.166
21.67,121.53,24.289
21.67,121.54,24.407
21.67,121.55,24.518
21.67,121.56,24.619
21.67,121.57,24.71
21.67,121.58,24.788
21.67,121.59,24.855
21.67,121.6,24.907
21.67,121.61,24.946
21.67,121.62,24.971
21.67,121.63,24.982
21.67,121.64,24.981
21.67,121.65,24.968
21.67,121.66,24.944
21.67,121.67,24.911
21.67,121.68,24.871
21.67,121.69,24.823
21.67,121.7,24.771
21.67,121.71,24.716
21.67,121.72,24.657
21.67,121.73,24.598
21.67,121.74,24.537
21.67,121.75,24.476
21.67,121.76,24.415
21.67,121.77,24.355
21.67,121.78,24.296
21.67,121.79,24.237
21.67,121.8,24.18
21.67,121.81,24.124
21.67,121.82,24.068
21.67,121.83,24.014
21.67,121.84,23.962
21.67,121.85,23.911
21.67,121.86,23.862
21.67,121.87,23.815
21.67,121.88,23.77
21.67,121.89,23.727
21.67,121.9,23.687
21.67,121.91,23.648
21.67,121.92,23.612
21.67,121.93,23.578
21.67,121.94,23.546
21.67,121.95,23.515
21.67,121.96,23.485
21.67,121.97,23.457
21.67,121.98,23.429
21.67,121.99,23.403
21.67,122,23.378
21.67,122.01,23.353
21.67,122.02,23.33
21.67,122.03,23.308
21.67,122.04,23.288
21.67,122.05,23.271
21.67,122.06,23.255
21.67,122.07,23.242
21.67,122.08,23.233
21.67,122.09,23.226
21.67,122.1,23.223
21.67,122.11,23.222
21.67,122.12,23.226
21.67,122.13,23.232
21.67,122.14,23.242
21.67,122.15,23.254
21.67,122.16,23.269
21.67,122.17,23.286
21.67,122.18,23.306
21.67,122.19,23.327
21.67,122.2,23.351
21.67,122.21,23.376
21.67,122.22,23.403
21.67,122.23,23.431
21.67,122.24,23.462
21.67,122.25,23.494
21.67,122.26,23.528
21.67,122.27,23.563
21.67,122.28,23.6
21.67,122.29,23.639
21.67,122.3,23.679
21.67,122.31,23.72
21.67,122.32,23.762
21.67,122.33,23.805
21.67,122.34,23.848
21.67,122.35,23.892
21.67,122.36,23.935
21.67,122.37,23.978
21.67,122.38,24.022
21.67,122.39,24.064
21.67,122.4,24.106
21.67,122.41,24.148
21.67,122.42,24.189
21.67,122.43,24.229
21.67,122.44,24.268
21.67,122.45,24.306
21.67,122.46,24.343
21.67,122.47,24.379
21.67,122.48,24.414
21.67,122.49,24.446
21.67,122.5,24.477
21.68,119.5,17.753
21.68,119.51,17.761
21.68,119.52,17.768
21.68,119.53,17.776
21.68,119.54,17.784
21.68,119.55,17.791
21.68,119.56,17.798
21.68,119.57,17.806
21.68,119.58,17.813
21.68,119.59,17.821
21.68,119.6,17.829
21.68,119.61,17.837
21.68,119.62,17.845
21.68,119.63,17.854
21.68,119.64,17.864
21.68,119.65,17.874
21.68,119.66,17.884
21.68,119.67,17.896
21.68,119.68,17.908
21.68,119.69,17.92
21.68,119.7,17.934
21.68,119.71,17.947
21.68,119.72,17.961
21.68,119.73,17.975
21.68,119.74,17.988
21.68,119.75,18.002
21.68,119.76,18.015
21.68,119.77,18.029
21.68,119.78,18.042
21.68,119.79,18.054
21.68,119.8,18.067
21.68,119.81,18.079
21.68,119.82,18.091
21.68,119.83,18.104
21.68,119.84,18.117
21.68,119.85,18.13
21.68,119.86,18.144
21.68,119.87,18.159
21.68,119.88,18.174
21.68,119.89,18.189
21.68,119.9,18.205
21.68,119.91,18.222
21.68,119.92,18.238
21.68,119.93,18.255
21.68,119.94,18.271
21.68,119.95,18.287
21.68,119.96,18.303
21.68,119.97,18.319
21.68,119.98,18.335
21.68,119.99,18.35
21.68,120,18.366
21.68,120.01,18.382
21.68,120.02,18.399
21.68,120.03,18.416
21.68,120.04,18.435
21.68,120.05,18.456
21.68,120.06,18.478
21.68,120.07,18.501
21.68,120.08,18.525
21.68,120.09,18.551
21.68,120.1,18.578
21.68,120.11,18.605
21.68,120.12,18.633
21.68,120.13,18.66
21.68,120.14,18.687
21.68,120.15,18.712
21.68,120.16,18.737
21.68,120.17,18.76
21.68,120.18,18.782
21.68,120.19,18.803
21.68,120.2,18.824
21.68,120.21,18.843
21.68,120.22,18.863
21.68,120.23,18.884
21.68,120.24,18.905
21.68,120.25,18.928
21.68,120.26,18.953
21.68,120.27,18.981
21.68,120.28,19.011
21.68,120.29,19.044
21.68,120.3,19.079
21.68,120.31,19.117
21.68,120.32,19.156
21.68,120.33,19.197
21.68,120.34,19.238
21.68,120.35,19.28
21.68,120.36,19.321
21.68,120.37,19.36
21.68,120.38,19.399
21.68,120.39,19.435
21.68,120.4,19.469
21.68,120.41,19.5
21.68,120.42,19.529
21.68,120.43,19.555
21.68,120.44,19.579
21.68,120.45,19.601
21.68,120.46,19.621
21.68,120.47,19.639
21.68,120.48,19.656
21.68,120.49,19.672
21.68,120.5,19.687
21.68,120.51,19.702
21.68,120.52,19.717
21.68,120.53,19.732
21.68,120.54,19.748
21.68,120.55,19.765
21.68,120.56,19.782
21.68,120.57,19.8
21.68,120.58,19.82
21.68,120.59,19.842
21.68,120.6,19.865
21.68,120.61,19.89
21.68,120.62,19.917
21.68,120.63,19.946
21.68,120.64,19.978
21.68,120.65,20.011
21.68,120.66,20.047
21.68,120.67,20.084
21.68,120.68,20.123
21.68,120.69,20.164
21.68,120.7,20.206
21.68,120.71,20.249
21.68,120.72,20.293
21.68,120.73,20.338
21.68,120.74,20.382
21.68,120.75,20.427
21.68,120.76,20.472
21.68,120.77,20.518
21.68,120.78,20.563
21.68,120.79,20.608
21.68,120.8,20.652
21.68,120.81,20.697
21.68,120.82,20.742
21.68,120.83,20.787
21.68,120.84,20.831
21.68,120.85,20.875
21.68,120.86,20.918
21.68,120.87,20.961
21.68,120.88,21.002
21.68,120.89,21.042
21.68,120.9,21.08
21.68,120.91,21.116
21.68,120.92,21.151
21.68,120.93,21.183
21.68,120.94,21.213
21.68,120.95,21.241
21.68,120.96,21.267
21.68,120.97,21.292
21.68,120.98,21.316
21.68,120.99,21.339
21.68,121,21.362
21.68,121.01,21.385
21.68,121.02,21.408
21.68,121.03,21.433
21.68,121.04,21.458
21.68,121.05,21.485
21.68,121.06,21.512
21.68,121.07,21.541
21.68,121.08,21.569
21.68,121.09,21.598
21.68,121.1,21.625
21.68,121.11,21.651
21.68,121.12,21.676
21.68,121.13,21.697
21.68,121.14,21.716
21.68,121.15,21.731
21.68,121.16,21.744
21.68,121.17,21.753
21.68,121.18,21.759
21.68,121.19,21.762
21.68,121.2,21.764
21.68,121.21,21.766
21.68,121.22,21.767
21.68,121.23,21.77
21.68,121.24,21.776
21.68,121.25,21.785
21.68,121.26,21.8
21.68,121.27,21.819
21.68,121.28,21.846
21.68,121.29,21.879
21.68,121.3,21.919
21.68,121.31,21.967
21.68,121.32,22.023
21.68,121.33,22.085
21.68,121.34,22.155
21.68,121.35,22.231
21.68,121.36,22.314
21.68,121.37,22.402
21.68,121.38,22.495
21.68,121.39,22.594
21.68,121.4,22.697
21.68,121.41,22.804
21.68,121.42,22.915
21.68,121.43,23.03
21.68,121.44,23.149
21.68,121.45,23.271
21.68,121.46,23.396
21.68,121.47,23.523
21.68,121.48,23.653
21.68,121.49,23.783
21.68,121.5,23.912
21.68,121.51,24.041
21.68,121.52,24.166
21.68,121.53,24.287
21.68,121.54,24.402
21.68,121.55,24.509
21.68,121.56,24.608
21.68,121.57,24.695
21.68,121.58,24.771
21.68,121.59,24.834
21.68,121.6,24.884
21.68,121.61,24.92
21.68,121.62,24.942
21.68,121.63,24.951
21.68,121.64,24.948
21.68,121.65,24.932
21.68,121.66,24.907
21.68,121.67,24.872
21.68,121.68,24.83
21.68,121.69,24.781
21.68,121.7,24.727
21.68,121.71,24.67
21.68,121.72,24.61
21.68,121.73,24.548
21.68,121.74,24.486
21.68,121.75,24.423
21.68,121.76,24.361
21.68,121.77,24.3
21.68,121.78,24.24
21.68,121.79,24.181
21.68,121.8,24.123
21.68,121.81,24.066
21.68,121.82,24.011
21.68,121.83,23.958
21.68,121.84,23.906
21.68,121.85,23.856
21.68,121.86,23.808
21.68,121.87,23.762
21.68,121.88,23.718
21.68,121.89,23.676
21.68,121.9,23.636
21.68,121.91,23.598
21.68,121.92,23.562
21.68,121.93,23.528
21.68,121.94,23.496
21.68,121.95,23.465
21.68,121.96,23.435
21.68,121.97,23.407
21.68,121.98,23.38
21.68,121.99,23.353
21.68,122,23.328
21.68,122.01,23.304
21.68,122.02,23.282
21.68,122.03,23.261
21.68,122.04,23.242
21.68,122.05,23.226
21.68,122.06,23.212
21.68,122.07,23.201
21.68,122.08,23.193
21.68,122.09,23.189
21.68,122.1,23.188
21.68,122.11,23.19
21.68,122.12,23.195
21.68,122.13,23.203
21.68,122.14,23.214
21.68,122.15,23.228
21.68,122.16,23.245
21.68,122.17,23.263
21.68,122.18,23.284
21.68,122.19,23.306
21.68,122.2,23.33
21.68,122.21,23.356
21.68,122.22,23.384
21.68,122.23,23.413
21.68,122.24,23.444
21.68,122.25,23.477
21.68,122.26,23.511
21.68,122.27,23.547
21.68,122.28,23.585
21.68,122.29,23.624
21.68,122.3,23.664
21.68,122.31,23.705
21.68,122.32,23.748
21.68,122.33,23.79
21.68,122.34,23.834
21.68,122.35,23.877
21.68,122.36,23.921
21.68,122.37,23.964
21.68,122.38,24.007
21.68,122.39,24.05
21.68,122.4,24.092
21.68,122.41,24.133
21.68,122.42,24.174
21.68,122.43,24.214
21.68,122.44,24.253
21.68,122.45,24.291
21.68,122.46,24.328
21.68,122.47,24.363
21.68,122.48,24.397
21.68,122.49,24.43
21.68,122.5,24.46
21.69,119.5,17.759
21.69,119.51,17.767
21.69,119.52,17.774
21.69,119.53,17.782
21.69,119.54,17.79
21.69,119.55,17.798
21.69,119.56,17.806
21.69,119.57,17.813
21.69,119.58,17.822
21.69,119.59,17.83
21.69,119.6,17.838
21.69,119.61,17.847
21.69,119.62,17.856
21.69,119.63,17.866
21.69,119.64,17.876
21.69,119.65,17.887
21.69,119.66,17.898
21.69,119.67,17.91
21.69,119.68,17.923
21.69,119.69,17.936
21.69,119.7,17.949
21.69,119.71,17.963
21.69,119.72,17.977
21.69,119.73,17.991
21.69,119.74,18.005
21.69,119.75,18.019
21.69,119.76,18.033
21.69,119.77,18.047
21.69,119.78,18.06
21.69,119.79,18.073
21.69,119.8,18.086
21.69,119.81,18.099
21.69,119.82,18.112
21.69,119.83,18.125
21.69,119.84,18.139
21.69,119.85,18.153
21.69,119.86,18.168
21.69,119.87,18.183
21.69,119.88,18.2
21.69,119.89,18.216
21.69,119.9,18.233
21.69,119.91,18.25
21.69,119.92,18.268
21.69,119.93,18.285
21.69,119.94,18.302
21.69,119.95,18.318
21.69,119.96,18.334
21.69,119.97,18.35
21.69,119.98,18.366
21.69,119.99,18.381
21.69,120,18.397
21.69,120.01,18.413
21.69,120.02,18.429
21.69,120.03,18.447
21.69,120.04,18.465
21.69,120.05,18.486
21.69,120.06,18.507
21.69,120.07,18.53
21.69,120.08,18.555
21.69,120.09,18.581
21.69,120.1,18.607
21.69,120.11,18.634
21.69,120.12,18.662
